"Relative Time (Process)","tjsp2024_2025_llama3.2-3B-ft-inference_2025-04-26_13-47-22 - system/gpu.0.powerWatts","tjsp2024_2025_llama3.2-3B-ft-inference_2025-04-26_13-47-22 - system/gpu.0.powerWatts__MIN","tjsp2024_2025_llama3.2-3B-ft-inference_2025-04-26_13-47-22 - system/gpu.0.powerWatts__MAX","tjsp2024_2025_llama3.2-3B-ft-inference_2025-04-26_13-47-22 - system/gpu.1.powerWatts","tjsp2024_2025_llama3.2-3B-ft-inference_2025-04-26_13-47-22 - system/gpu.1.powerWatts__MIN","tjsp2024_2025_llama3.2-3B-ft-inference_2025-04-26_13-47-22 - system/gpu.1.powerWatts__MAX","tjsp2024_2025_llama3.2-3B-ft-inference_2025-04-26_13-47-22 - system/gpu.2.powerWatts","tjsp2024_2025_llama3.2-3B-ft-inference_2025-04-26_13-47-22 - system/gpu.2.powerWatts__MIN","tjsp2024_2025_llama3.2-3B-ft-inference_2025-04-26_13-47-22 - system/gpu.2.powerWatts__MAX","tjsp2024_2025_llama3.2-3B-ft-inference_2025-04-26_13-47-22 - system/gpu.3.powerWatts","tjsp2024_2025_llama3.2-3B-ft-inference_2025-04-26_13-47-22 - system/gpu.3.powerWatts__MIN","tjsp2024_2025_llama3.2-3B-ft-inference_2025-04-26_13-47-22 - system/gpu.3.powerWatts__MAX"
"3600.567729788","36.063","36.063","36.063","60.569","60.569","60.569","58.245","58.245","58.245","154.934","154.934","154.934"
"3615.566027438","52.791","52.791","52.791","53.655","53.655","53.655","51.247","51.247","51.247","212.81","212.81","212.81"
"3630.571405545","147.073","147.073","147.073","147.47","147.47","147.47","140.792","140.792","140.792","214.027","214.027","214.027"
"3645.569168353","149.708","149.708","149.708","148.198","148.198","148.198","149.796","149.796","149.796","218.224","218.224","218.224"
"3660.571854883","147.558","147.558","147.558","155.666","155.666","155.666","146.293","146.293","146.293","207.508","207.508","207.508"
"3675.572640829","147.648","147.648","147.648","154.19","154.19","154.19","146.378","146.378","146.378","218.799","218.799","218.799"
"3690.57206417","142.195","142.195","142.195","144.602","144.602","144.602","141.137","141.137","141.137","219.42","219.42","219.42"
"3705.570465204","146.094","146.094","146.094","148.803","148.803","148.803","139.6","139.6","139.6","208.928","208.928","208.928"
"3720.578386721","34.596","34.596","34.596","37.918","37.918","37.918","35.811","35.811","35.811","219.626","219.626","219.626"
"3735.570061522","145.892","145.892","145.892","144.686","144.686","144.686","54.879","54.879","54.879","204.641","204.641","204.641"
"3750.574104796","148.98","148.98","148.98","151.401","151.401","151.401","145.73","145.73","145.73","209.519","209.519","209.519"
"3765.570083318","149.405","149.405","149.405","158.136","158.136","158.136","147.442","147.442","147.442","218.237","218.237","218.237"
"3780.568005885","53.47","53.47","53.47","151.451","151.451","151.451","150.954","150.954","150.954","213.63","213.63","213.63"
"3795.575646435","147.859","147.859","147.859","151.906","151.906","151.906","145.494","145.494","145.494","218.286","218.286","218.286"
"3810.569709063","144.803","144.803","144.803","153.214","153.214","153.214","146.842","146.842","146.842","225.581","225.581","225.581"
"3825.564817513","52.99","52.99","52.99","59.265","59.265","59.265","54.118","54.118","54.118","212.43","212.43","212.43"
"3840.567261729","59.679","59.679","59.679","64.967","64.967","64.967","60.297","60.297","60.297","216.198","216.198","216.198"
"3855.566775259","58.874","58.874","58.874","63.893","63.893","63.893","60.01","60.01","60.01","191.666","191.666","191.666"
"3870.564078855","59.663","59.663","59.663","65.161","65.161","65.161","58.898","58.898","58.898","211.961","211.961","211.961"
"3885.565020063","59.469","59.469","59.469","64.597","64.597","64.597","60.093","60.093","60.093","186.972","186.972","186.972"
"3900.575993422","33.209","33.209","33.209","34.582","34.582","34.582","32.562","32.562","32.562","264.622","264.622","264.622"
"3915.566738921","33.201","33.201","33.201","62.824","62.824","62.824","59.628","59.628","59.628","131.894","131.894","131.894"
"3930.567448814","51.314","51.314","51.314","55.444","55.444","55.444","51.655","51.655","51.655","183.861","183.861","183.861"
"3945.571099973","183.333","183.333","183.333","182.867","182.867","182.867","174.646","174.646","174.646","217.956","217.956","217.956"
"3960.571813153","59.258","59.258","59.258","64.481","64.481","64.481","60.28","60.28","60.28","231.854","231.854","231.854"
"3975.582173533","33.201","33.201","33.201","34.084","34.084","34.084","31.98","31.98","31.98","212.392","212.392","212.392"
"3990.580925545","33.104","33.104","33.104","33.792","33.792","33.792","32.09","32.09","32.09","226.841","226.841","226.841"
"4005.578010151","130.455","130.455","130.455","33.492","33.492","33.492","31.898","31.898","31.898","170.06","170.06","170.06"
"4020.582393052","154.344","154.344","154.344","33.271","33.271","33.271","31.774","31.774","31.774","243.728","243.728","243.728"
"4035.576860319","33.201","33.201","33.201","33.104","33.104","33.104","31.488","31.488","31.488","195.386","195.386","195.386"
"4050.57967475","33.201","33.201","33.201","33.305","33.305","33.305","31.587","31.587","31.587","163.678","163.678","163.678"
"4065.573213215","74.175","74.175","74.175","33.285","33.285","33.285","31.198","31.198","31.198","168.812","168.812","168.812"
"4080.574664349","74.528","74.528","74.528","32.902","32.902","32.902","31.094","31.094","31.094","187.231","187.231","187.231"
"4095.571561513","68.164","68.164","68.164","32.994","32.994","32.994","31.399","31.399","31.399","161.317","161.317","161.317"
"4110.575082548","33.298","33.298","33.298","32.813","32.813","32.813","31.385","31.385","31.385","209.926","209.926","209.926"
"4125.66160246","34.977","34.977","34.977","33.001","33.001","33.001","32.964","32.964","32.964","193.825","193.825","193.825"
"4140.575503592","58.02","58.02","58.02","35.158","35.158","35.158","33.374","33.374","33.374","160.097","160.097","160.097"
"4155.573301686","76.08","76.08","76.08","80.419","80.419","80.419","77.68","77.68","77.68","167.456","167.456","167.456"
"4170.576212477","69.519","69.519","69.519","75.593","75.593","75.593","73.808","73.808","73.808","156.387","156.387","156.387"
"4185.569671343","79.699","79.699","79.699","81.205","81.205","81.205","76.09","76.09","76.09","171.307","171.307","171.307"
"4200.566611257","51.022","51.022","51.022","61.714","61.714","61.714","58.561","58.561","58.561","162.694","162.694","162.694"
"4215.586257109","33.797","33.797","33.797","33.293","33.293","33.293","31.689","31.689","31.689","202.137","202.137","202.137"
"4230.571447591","57.918","57.918","57.918","35.167","35.167","35.167","33.642","33.642","33.642","208.399","208.399","208.399"
"4245.569930198","51.217","51.217","51.217","50.233","50.233","50.233","51.268","51.268","51.268","235.269","235.269","235.269"
"4260.57702792","48.053","48.053","48.053","51.812","51.812","51.812","49.399","49.399","49.399","190.11","190.11","190.11"
"4275.569937106","55.052","55.052","55.052","52.701","52.701","52.701","51.35","51.35","51.35","202.979","202.979","202.979"
"4290.569934744","48.252","48.252","48.252","52.383","52.383","52.383","51.054","51.054","51.054","247.984","247.984","247.984"
"4305.571910632","55.165","55.165","55.165","52.284","52.284","52.284","49.567","49.567","49.567","197.38","197.38","197.38"
"4320.570788219","75.394","75.394","75.394","70.297","70.297","70.297","66.671","66.671","66.671","192.533","192.533","192.533"
"4335.572235495","52.31","52.31","52.31","53.198","53.198","53.198","49.398","49.398","49.398","224.748","224.748","224.748"
"4350.567145303","36.55","36.55","36.55","51.022","51.022","51.022","55.072","55.072","55.072","192.143","192.143","192.143"
"4365.569772692","53.586","53.586","53.586","80.74","80.74","80.74","48.591","48.591","48.591","205.663","205.663","205.663"
"4380.568824136","51.909","51.909","51.909","52.604","52.604","52.604","49.095","49.095","49.095","201.868","201.868","201.868"
"4395.573970058","52.305","52.305","52.305","52.383","52.383","52.383","54.21","54.21","54.21","207.518","207.518","207.518"
"4410.569801213","51.243","51.243","51.243","34.777","34.777","34.777","53.524","53.524","53.524","219.765","219.765","219.765"
"4425.569238811","57.031","57.031","57.031","60.942","60.942","60.942","57.35","57.35","57.35","204.198","204.198","204.198"
"4440.561137853","57.61","57.61","57.61","61.136","61.136","61.136","57.068","57.068","57.068","175.637","175.637","175.637"
"4455.561359881","57.615","57.615","57.615","61.262","61.262","61.262","57.35","57.35","57.35","183.53","183.53","183.53"
"4470.565764654","57.513","57.513","57.513","61.342","61.342","61.342","57.356","57.356","57.356","190.85","190.85","190.85"
"4485.564401319","57.615","57.615","57.615","61.33","61.33","61.33","57.231","57.231","57.231","181.362","181.362","181.362"
"4500.56580289","57.007","57.007","57.007","61.342","61.342","61.342","58.132","58.132","58.132","207.513","207.513","207.513"
"4515.563579884","57.097","57.097","57.097","61.536","61.536","61.536","57.35","57.35","57.35","198.751","198.751","198.751"
"4530.565407263","57.61","57.61","57.61","61.439","61.439","61.439","58.019","58.019","58.019","202.404","202.404","202.404"
"4545.563089619","57.696","57.696","57.696","61.439","61.439","61.439","58.229","58.229","58.229","195.857","195.857","195.857"
"4560.562095117","57.502","57.502","57.502","61.439","61.439","61.439","58.035","58.035","58.035","171.4","171.4","171.4"
"4575.562545123","56.829","56.829","56.829","61.536","61.536","61.536","58.132","58.132","58.132","187.605","187.605","187.605"
"4590.563525294","57.113","57.113","57.113","61.439","61.439","61.439","58.019","58.019","58.019","243.629","243.629","243.629"
"4605.564642561","56.924","56.924","56.924","61.519","61.519","61.519","58.132","58.132","58.132","159.004","159.004","159.004"
"4620.564239387","57.528","57.528","57.528","61.44","61.44","61.44","58.035","58.035","58.035","165.981","165.981","165.981"
"4635.563678177","57.805","57.805","57.805","61.313","61.313","61.313","58.035","58.035","58.035","218.797","218.797","218.797"
"4650.56287276","57.021","57.021","57.021","61.439","61.439","61.439","58.132","58.132","58.132","214.4","214.4","214.4"
"4665.56238622","57.631","57.631","57.631","61.634","61.634","61.634","58.132","58.132","58.132","208.606","208.606","208.606"
"4680.559330632","57.015","57.015","57.015","61.423","61.423","61.423","58.304","58.304","58.304","215.094","215.094","215.094"
"4695.5631943","57.708","57.708","57.708","61.519","61.519","61.519","58.191","58.191","58.191","235.975","235.975","235.975"
"4710.56308666","57.805","57.805","57.805","61.439","61.439","61.439","58.138","58.138","58.138","216.158","216.158","216.158"
"4725.559798838","57.016","57.016","57.016","61.536","61.536","61.536","58.126","58.126","58.126","197.811","197.811","197.811"
"4740.561917433","57.631","57.631","57.631","61.553","61.553","61.553","58.132","58.132","58.132","208.011","208.011","208.011"
"4755.561990683","56.926","56.926","56.926","61.634","61.634","61.634","57.922","57.922","57.922","213.82","213.82","213.82"
"4770.561286775","57.007","57.007","57.007","61.439","61.439","61.439","58.116","58.116","58.116","203.273","203.273","203.273"
"4785.561996599","57.615","57.615","57.615","61.536","61.536","61.536","58.132","58.132","58.132","208.928","208.928","208.928"
"4800.56105238","57.594","57.594","57.594","61.531","61.531","61.531","58.11","58.11","58.11","229.104","229.104","229.104"
"4815.56394669","57.707","57.707","57.707","61.531","61.531","61.531","58.239","58.239","58.239","227.17","227.17","227.17"
"4830.56309193","57.707","57.707","57.707","61.514","61.514","61.514","58.236","58.236","58.236","206.951","206.951","206.951"
"4845.560452022","57.81","57.81","57.81","61.456","61.456","61.456","58.035","58.035","58.035","190.945","190.945","190.945"
"4860.561649139","57.132","57.132","57.132","61.634","61.634","61.634","58.142","58.142","58.142","176.899","176.899","176.899"
"4875.563317239","57.707","57.707","57.707","61.537","61.537","61.537","57.922","57.922","57.922","193.973","193.973","193.973"
"4890.559852425","57.615","57.615","57.615","61.44","61.44","61.44","58.116","58.116","58.116","180.917","180.917","180.917"
"4905.563745067","56.926","56.926","56.926","61.427","61.427","61.427","58.116","58.116","58.116","191.465","191.465","191.465"
"4920.567571464","57.533","57.533","57.533","61.537","61.537","61.537","58.11","58.11","58.11","240.552","240.552","240.552"
"4935.562795541","57.533","57.533","57.533","61.537","61.537","61.537","58.019","58.019","58.019","238.902","238.902","238.902"
"4950.560392137","56.829","56.829","56.829","61.634","61.634","61.634","57.916","57.916","57.916","239.817","239.817","239.817"
"4965.561584785","57.513","57.513","57.513","61.342","61.342","61.342","58.207","58.207","58.207","231.764","231.764","231.764"
"4980.569520138","57.729","57.729","57.729","61.634","61.634","61.634","58.229","58.229","58.229","202.582","202.582","202.582"
"4995.570726292","57.023","57.023","57.023","61.634","61.634","61.634","57.657","57.657","57.657","182.276","182.276","182.276"
"5010.570045448","57.21","57.21","57.21","61.634","61.634","61.634","57.437","57.437","57.437","217.93","217.93","217.93"
"5025.582523479","32.703","32.703","32.703","33.597","33.597","33.597","32.098","32.098","32.098","162.963","162.963","162.963"
"5040.571378993","33.003","33.003","33.003","61.359","61.359","61.359","58.342","58.342","58.342","138.758","138.758","138.758"
"5055.563096034","50.021","50.021","50.021","54.35","54.35","54.35","50.944","50.944","50.944","252.565","252.565","252.565"
"5070.576433577","55.324","55.324","55.324","50.634","50.634","50.634","54.407","54.407","54.407","218.973","218.973","218.973"
"5085.574762776","56.256","56.256","56.256","52.976","52.976","52.976","52.535","52.535","52.535","192.326","192.326","192.326"
"5100.573081846","53.085","53.085","53.085","59.386","59.386","59.386","48.591","48.591","48.591","219.224","219.224","219.224"
"5115.570406542","53.166","53.166","53.166","52.091","52.091","52.091","50.958","50.958","50.958","197.409","197.409","197.409"
"5130.571982941","60.148","60.148","60.148","50.298","50.298","50.298","49.398","49.398","49.398","169.594","169.594","169.594"
"5145.572036584","50.039","50.039","50.039","54.43","54.43","54.43","50.382","50.382","50.382","190.7","190.7","190.7"
"5160.579989048","46.783","46.783","46.783","57.408","57.408","57.408","53.247","53.247","53.247","310.944","310.944","310.944"
"5175.575051822","49.644","49.644","49.644","51.716","51.716","51.716","53.813","53.813","53.813","219.05","219.05","219.05"
"5190.574430139","49.929","49.929","49.929","55.817","55.817","55.817","54.106","54.106","54.106","168.11","168.11","168.11"
"5205.570379526","38.511","38.511","38.511","59.54","59.54","59.54","74.307","74.307","74.307","217.594","217.594","217.594"
"5220.571339609","48.065","48.065","48.065","53.283","53.283","53.283","52.707","52.707","52.707","181.146","181.146","181.146"
"5235.576106139","51.91","51.91","51.91","52.105","52.105","52.105","53.614","53.614","53.614","213.422","213.422","213.422"
"5250.565554014","57.708","57.708","57.708","61.423","61.423","61.423","58.316","58.316","58.316","212.735","212.735","212.735"
"5265.566144053","57.713","57.713","57.713","61.537","61.537","61.537","58.235","58.235","58.235","202.165","202.165","202.165"
"5280.564899622","57.712","57.712","57.712","61.634","61.634","61.634","58.445","58.445","58.445","183.599","183.599","183.599"
"5295.564944409","57.696","57.696","57.696","61.628","61.628","61.628","58.332","58.332","58.332","232.631","232.631","232.631"
"5310.566790994","57.907","57.907","57.907","61.536","61.536","61.536","58.413","58.413","58.413","229.269","229.269","229.269"
"5325.565321791","57.788","57.788","57.788","61.714","61.714","61.714","58.116","58.116","58.116","234.757","234.757","234.757"
"5340.56739962","57.291","57.291","57.291","61.732","61.732","61.732","58.207","58.207","58.207","236.89","236.89","236.89"
"5355.566660626","57.804","57.804","57.804","61.634","61.634","61.634","57.744","57.744","57.744","185.518","185.518","185.518"
"5370.564376726","57.696","57.696","57.696","61.634","61.634","61.634","58.332","58.332","58.332","200.68","200.68","200.68"
"5385.564975692","57.821","57.821","57.821","61.731","61.731","61.731","58.116","58.116","58.116","190.209","190.209","190.209"
"5400.564257838","57.788","57.788","57.788","61.731","61.731","61.731","58.304","58.304","58.304","228.075","228.075","228.075"
"5415.563685988","57.788","57.788","57.788","61.714","61.714","61.714","58.304","58.304","58.304","230.138","230.138","230.138"
"5430.566718117","57.708","57.708","57.708","61.634","61.634","61.634","58.207","58.207","58.207","224.234","224.234","224.234"
"5445.56781709","57.599","57.599","57.599","61.731","61.731","61.731","57.641","57.641","57.641","200.529","200.529","200.529"
"5460.561972583","57.118","57.118","57.118","61.731","61.731","61.731","58.148","58.148","58.148","169.2","169.2","169.2"
"5475.561818636","57.708","57.708","57.708","61.731","61.731","61.731","58.229","58.229","58.229","169.484","169.484","169.484"
"5490.563778103","57.133","57.133","57.133","61.537","61.537","61.537","58.338","58.338","58.338","175.248","175.248","175.248"
"5505.565964545","57.793","57.793","57.793","61.536","61.536","61.536","57.469","57.469","57.469","163.461","163.461","163.461"
"5520.56191813","57.81","57.81","57.81","61.634","61.634","61.634","57.647","57.647","57.647","208.602","208.602","208.602"
"5535.561917171","57.713","57.713","57.713","61.622","61.622","61.622","58.32","58.32","58.32","214.366","214.366","214.366"
"5550.564018423","57.821","57.821","57.821","61.748","61.748","61.748","58.225","58.225","58.225","203.41","203.41","203.41"
"5565.562662093","57.113","57.113","57.113","61.537","61.537","61.537","58.207","58.207","58.207","211.013","211.013","211.013"
"5580.562493909","57.805","57.805","57.805","61.634","61.634","61.634","58.148","58.148","58.148","106.936","106.936","106.936"
"5595.563359826","57.112","57.112","57.112","61.634","61.634","61.634","58.43","58.43","58.43","167.561","167.561","167.561"
"5610.56862973","57.708","57.708","57.708","61.634","61.634","61.634","58.336","58.336","58.336","185.518","185.518","185.518"
"5625.564304031","57.728","57.728","57.728","61.537","61.537","61.537","58.132","58.132","58.132","167.362","167.362","167.362"
"5640.566674549","57.809","57.809","57.809","61.732","61.732","61.732","58.229","58.229","58.229","172.476","172.476","172.476"
"5655.564115923","57.707","57.707","57.707","61.634","61.634","61.634","57.922","57.922","57.922","182.224","182.224","182.224"
"5670.564498042","57.005","57.005","57.005","61.634","61.634","61.634","58.11","58.11","58.11","226.06","226.06","226.06"
"5685.56323691","56.939","56.939","56.939","61.422","61.422","61.422","58.241","58.241","58.241","209.064","209.064","209.064"
"5700.564920018","57.194","57.194","57.194","61.537","61.537","61.537","58.11","58.11","58.11","243.534","243.534","243.534"
"5715.566124639","57","57","57","61.519","61.519","61.519","58.11","58.11","58.11","241.243","241.243","241.243"
"5730.566498894","57.097","57.097","57.097","61.422","61.422","61.422","58.11","58.11","58.11","240.862","240.862","240.862"
"5745.56212764","57","57","57","61.731","61.731","61.731","58.11","58.11","58.11","227.479","227.479","227.479"
"5760.563015937","56.911","56.911","56.911","61.536","61.536","61.536","58.11","58.11","58.11","238.922","238.922","238.922"
"5775.56447726","57.696","57.696","57.696","61.439","61.439","61.439","58.019","58.019","58.019","208.258","208.258","208.258"
"5790.564590906","57.712","57.712","57.712","61.634","61.634","61.634","57.922","57.922","57.922","216.47","216.47","216.47"
"5805.563439429","57.61","57.61","57.61","61.52","61.52","61.52","58.338","58.338","58.338","173.706","173.706","173.706"
"5820.56528384","57.599","57.599","57.599","61.536","61.536","61.536","58.132","58.132","58.132","203.103","203.103","203.103"
"5835.565192671","57.696","57.696","57.696","61.52","61.52","61.52","58.11","58.11","58.11","218.77","218.77","218.77"
"5850.583645446","32.605","32.605","32.605","33.294","33.294","33.294","31.786","31.786","31.786","207.064","207.064","207.064"
"5865.567129328","32.994","32.994","32.994","61.262","61.262","61.262","58.067","58.067","58.067","139.912","139.912","139.912"
"5880.568117303","57.691","57.691","57.691","61.233","61.233","61.233","57.954","57.954","57.954","156.887","156.887","156.887"
"5895.577925407","45.118","45.118","45.118","51.897","51.897","51.897","43.791","43.791","43.791","193.368","193.368","193.368"
"5910.581889383","44.218","44.218","44.218","46.781","46.781","46.781","46.534","46.534","46.534","181.513","181.513","181.513"
"5925.58351861","44.426","44.426","44.426","47.863","47.863","47.863","46.256","46.256","46.256","204.741","204.741","204.741"
"5940.580111383","53.677","53.677","53.677","64.966","64.966","64.966","45.727","45.727","45.727","211.878","211.878","211.878"
"5955.585261704","44.037","44.037","44.037","44.801","44.801","44.801","49.975","49.975","49.975","218.479","218.479","218.479"
"5970.571864153","43.939","43.939","43.939","48.084","48.084","48.084","47.311","47.311","47.311","228.736","228.736","228.736"
"5985.572134372","55.441","55.441","55.441","49.625","49.625","49.625","49.386","49.386","49.386","171.803","171.803","171.803"
"6000.571155369","45.24","45.24","45.24","48.266","48.266","48.266","46.897","46.897","46.897","214.788","214.788","214.788"
"6015.57299992","45.228","45.228","45.228","45.105","45.105","45.105","45.447","45.447","45.447","251.569","251.569","251.569"
"6030.569907243","49.055","49.055","49.055","45.894","45.894","45.894","48.041","48.041","48.041","166.771","166.771","166.771"
"6045.575330686","49.73","49.73","49.73","51.703","51.703","51.703","45.939","45.939","45.939","202.048","202.048","202.048"
"6060.570197873","47.378","47.378","47.378","46.963","46.963","46.963","44.258","44.258","44.258","217.48","217.48","217.48"
"6075.564514689","57.707","57.707","57.707","61.634","61.634","61.634","58.419","58.419","58.419","212.063","212.063","212.063"
"6090.565569319","57.707","57.707","57.707","61.536","61.536","61.536","57.738","57.738","57.738","213.761","213.761","213.761"
"6105.563897747","57.788","57.788","57.788","61.634","61.634","61.634","58.332","58.332","58.332","209.019","209.019","209.019"
"6120.565168191","57.788","57.788","57.788","61.726","61.726","61.726","58.207","58.207","58.207","217.574","217.574","217.574"
"6135.560980822","57.885","57.885","57.885","61.732","61.732","61.732","58.413","58.413","58.413","210.32","210.32","210.32"
"6150.566964114","57.805","57.805","57.805","61.537","61.537","61.537","58.207","58.207","58.207","247.502","247.502","247.502"
"6165.562161661","57.788","57.788","57.788","61.617","61.617","61.617","58.413","58.413","58.413","212.493","212.493","212.493"
"6180.569457474","57.793","57.793","57.793","61.634","61.634","61.634","57.657","57.657","57.657","205.12","205.12","205.12"
"6195.569883686","57.707","57.707","57.707","61.731","61.731","61.731","58.235","58.235","58.235","207.132","207.132","207.132"
"6210.573122802","57.712","57.712","57.712","61.732","61.732","61.732","58.316","58.316","58.316","210.106","210.106","210.106"
"6225.571558582","57.793","57.793","57.793","61.714","61.714","61.714","58.11","58.11","58.11","215.578","215.578","215.578"
"6240.566784482","57.788","57.788","57.788","61.634","61.634","61.634","58.304","58.304","58.304","216.615","216.615","216.615"
"6255.567323174","57.793","57.793","57.793","61.714","61.714","61.714","58.348","58.348","58.348","174.202","174.202","174.202"
"6270.566902298","57.907","57.907","57.907","61.634","61.634","61.634","58.526","58.526","58.526","196.86","196.86","196.86"
"6285.564941172","57.793","57.793","57.793","61.634","61.634","61.634","58.154","58.154","58.154","161.582","161.582","161.582"
"6300.565401298","57.81","57.81","57.81","61.742","61.742","61.742","58.348","58.348","58.348","188.679","188.679","188.679"
"6315.570103989","57.885","57.885","57.885","61.714","61.714","61.714","58.316","58.316","58.316","221.954","221.954","221.954"
"6330.565155862","57.805","57.805","57.805","61.634","61.634","61.634","58.11","58.11","58.11","248.916","248.916","248.916"
"6345.565328048","57.788","57.788","57.788","61.536","61.536","61.536","58.332","58.332","58.332","207.272","207.272","207.272"
"6360.569740995","57.707","57.707","57.707","61.536","61.536","61.536","58.019","58.019","58.019","212.198","212.198","212.198"
"6375.565893232","57.885","57.885","57.885","61.634","61.634","61.634","58.11","58.11","58.11","230.796","230.796","230.796"
"6390.564253049","57.097","57.097","57.097","61.536","61.536","61.536","58.316","58.316","58.316","245.207","245.207","245.207"
"6405.564463676","57.918","57.918","57.918","61.732","61.732","61.732","58.213","58.213","58.213","187.718","187.718","187.718"
"6420.565789305","57.713","57.713","57.713","61.427","61.427","61.427","58.229","58.229","58.229","195.041","195.041","195.041"
"6435.572505581","57.031","57.031","57.031","61.617","61.617","61.617","58.338","58.338","58.338","165.103","165.103","165.103"
"6450.566114299","57.118","57.118","57.118","61.536","61.536","61.536","58.116","58.116","58.116","207.476","207.476","207.476"
"6465.566692125","57.209","57.209","57.209","61.634","61.634","61.634","57.625","57.625","57.625","205.233","205.233","205.233"
"6480.56958385","57.81","57.81","57.81","61.65","61.65","61.65","58.132","58.132","58.132","181.747","181.747","181.747"
"6495.564883959","57.821","57.821","57.821","61.439","61.439","61.439","57.566","57.566","57.566","192.644","192.644","192.644"
"6510.564600069","57.712","57.712","57.712","61.553","61.553","61.553","58.229","58.229","58.229","190.092","190.092","190.092"
"6525.566847085","57.821","57.821","57.821","61.525","61.525","61.525","57.356","57.356","57.356","201.041","201.041","201.041"
"6540.564124492","57.615","57.615","57.615","61.536","61.536","61.536","58.223","58.223","58.223","209.371","209.371","209.371"
"6555.562753213","57.901","57.901","57.901","61.52","61.52","61.52","58.019","58.019","58.019","180.818","180.818","180.818"
"6570.566482118","57.118","57.118","57.118","61.439","61.439","61.439","58.126","58.126","58.126","196.424","196.424","196.424"
"6585.564358699","57.712","57.712","57.712","61.537","61.537","61.537","58.132","58.132","58.132","176.862","176.862","176.862"
"6600.566311954","57.696","57.696","57.696","61.537","61.537","61.537","58.116","58.116","58.116","183.684","183.684","183.684"
"6615.566424948","57.713","57.713","57.713","61.617","61.617","61.617","58.116","58.116","58.116","202.384","202.384","202.384"
"6630.563268552","57.793","57.793","57.793","61.714","61.714","61.714","58.245","58.245","58.245","178.217","178.217","178.217"
"6645.566469877","57.805","57.805","57.805","61.634","61.634","61.634","58.304","58.304","58.304","216.543","216.543","216.543"
"6660.565661444","57.923","57.923","57.923","61.634","61.634","61.634","58.619","58.619","58.619","225.547","225.547","225.547"
"6675.572022544","32.605","32.605","32.605","33.202","33.202","33.202","31.774","31.774","31.774","222.684","222.684","222.684"
"6690.569449342","32.703","32.703","32.703","61.439","61.439","61.439","58.235","58.235","58.235","169.733","169.733","169.733"
"6705.576279231","32.8","32.8","32.8","35.255","35.255","35.255","33.75","33.75","33.75","178.622","178.622","178.622"
"6720.567212121","90.872","90.872","90.872","77.696","77.696","77.696","89.17","89.17","89.17","214.38","214.38","214.38"
"6735.571008001","64.797","64.797","64.797","76.656","76.656","76.656","76.476","76.476","76.476","246.601","246.601","246.601"
"6750.575194284","62.185","62.185","62.185","67.808","67.808","67.808","63.652","63.652","63.652","313.911","313.911","313.911"
"6765.578466733","33.091","33.091","33.091","33.792","33.792","33.792","31.884","31.884","31.884","205.734","205.734","205.734"
"6780.580978335","33.311","33.311","33.311","33.394","33.394","33.394","31.779","31.779","31.779","179.385","179.385","179.385"
"6795.581271557","46.795","46.795","46.795","33.285","33.285","33.285","31.676","31.676","31.676","238.236","238.236","238.236"
"6810.575486371","46.285","46.285","46.285","33.285","33.285","33.285","31.671","31.671","31.671","247.452","247.452","247.452"
"6825.579090402","45.725","45.725","45.725","33.099","33.099","33.099","31.677","31.677","31.677","190.58","190.58","190.58"
"6840.577752465","47.695","47.695","47.695","32.904","32.904","32.904","31.676","31.676","31.676","213.016","213.016","213.016"
"6855.577008844","52.598","52.598","52.598","32.807","32.807","32.807","31.392","31.392","31.392","200.911","200.911","200.911"
"6870.576303604","46.115","46.115","46.115","32.703","32.703","32.703","31.421","31.421","31.421","64.282","64.282","64.282"
